Chromosome	Ensembl ID	Gene Symbol	Strand
8	ENSMUSG00000109489	Gm7451	1
8	ENSMUSG00000109448	Gm45224	1
8	ENSMUSG00000048484	Gm7461	-1
8	ENSMUSG00000097308	Gm6410	1
8	ENSMUSG00000109055	Gm2676	1
8	ENSMUSG00000022322	Shcbp1	-1
8	ENSMUSG00000109462	Gm6334	1
8	ENSMUSG00000095600	Gm9457	-1
8	ENSMUSG00000062152	Rpl21-ps14	1
8	ENSMUSG00000096219	n-R5s93	-1
8	ENSMUSG00000109295	Gm5739	1
8	ENSMUSG00000023073	Slc10a2	-1
8	ENSMUSG00000109181	Gm5605	1
8	ENSMUSG00000064507	n-R5s94	-1
8	ENSMUSG00000109313	Gm44693	-1
8	ENSMUSG00000109266	Gm6426	1
8	ENSMUSG00000043192	Gm1840	1
8	ENSMUSG00000109069	Gm2734	-1
8	ENSMUSG00000109518	Gm44843	1
8	ENSMUSG00000109543	Gm44844	1
8	ENSMUSG00000109463	Gm7506	-1
8	ENSMUSG00000108852	Gm44911	1
8	ENSMUSG00000108914	Gm44908	1
8	ENSMUSG00000092092	Gm17215	1
8	ENSMUSG00000093992	Gm26427	-1
8	ENSMUSG00000109260	Gm30954	-1
8	ENSMUSG00000098667	Gm27585	1
8	ENSMUSG00000099890	Gm28262	1
8	ENSMUSG00000109316	Gm45160	1
8	ENSMUSG00000109127	Gm31135	-1
8	ENSMUSG00000109056	A630009H07Rik	1
8	ENSMUSG00000109515	Gm31343	1
8	ENSMUSG00000108913	Gm2448	-1
8	ENSMUSG00000108941	D530014G21Rik	1
8	ENSMUSG00000108932	Gm31463	1
8	ENSMUSG00000109436	Gm45075	1
8	ENSMUSG00000001300	Efnb2	-1
8	ENSMUSG00000108912	E230020D15Rik	-1
8	ENSMUSG00000109568	Gm45074	-1
8	ENSMUSG00000109438	Gm45073	-1
8	ENSMUSG00000040467	4921522P10Rik	1
8	ENSMUSG00000040459	Arglu1	-1
8	ENSMUSG00000109117	Gm18393	1
8	ENSMUSG00000109371	Gm44626	1
8	ENSMUSG00000109062	Gm44622	1
8	ENSMUSG00000109346	Gm44515	-1
8	ENSMUSG00000108848	4933430N04Rik	-1
8	ENSMUSG00000109124	Gm44516	-1
8	ENSMUSG00000109064	Gm39128	1
8	ENSMUSG00000079157	Fam155a	-1
8	ENSMUSG00000109040	Gm44542	-1
8	ENSMUSG00000109286	Gm44541	-1
8	ENSMUSG00000109385	Gm44518	-1
8	ENSMUSG00000109359	Gm44797	-1
8	ENSMUSG00000109418	Gm44800	-1
8	ENSMUSG00000109529	Gm44801	-1
8	ENSMUSG00000109139	Gm44798	-1
8	ENSMUSG00000109095	Gm44799	-1
8	ENSMUSG00000109162	2900027M19Rik	-1
8	ENSMUSG00000095279	Gm10067	-1
8	ENSMUSG00000049717	Lig4	-1
8	ENSMUSG00000040396	Abhd13	1
8	ENSMUSG00000031497	Tnfsf13b	1
8	ENSMUSG00000109054	Gm44789	-1
8	ENSMUSG00000039057	Myo16	1
8	ENSMUSG00000109503	Gm44786	1
8	ENSMUSG00000109432	Gm44785	1
8	ENSMUSG00000109067	Gm44784	1
8	ENSMUSG00000096258	Rps16-ps3	-1
8	ENSMUSG00000108961	Gm32540	-1
8	ENSMUSG00000109473	B930025P03Rik	-1
8	ENSMUSG00000109291	Gm2814	-1
8	ENSMUSG00000109089	4833411C07Rik	1
8	ENSMUSG00000038917	3930402G23Rik	-1
8	ENSMUSG00000109480	Gm45042	1
8	ENSMUSG00000109508	Gm44956	-1
8	ENSMUSG00000038894	Irs2	-1
8	ENSMUSG00000096938	9530052E02Rik	1
8	ENSMUSG00000108847	B830042I05Rik	1
8	ENSMUSG00000085573	Gm15418	1
8	ENSMUSG00000031502	Col4a1	-1
8	ENSMUSG00000109358	Gm44716	-1
8	ENSMUSG00000031503	Col4a2	1
8	ENSMUSG00000031504	Rab20	-1
8	ENSMUSG00000110245	Gm20100	-1
8	ENSMUSG00000096957	E230013L22Rik	1
8	ENSMUSG00000031505	Naxd	1
8	ENSMUSG00000056228	Cars2	-1
8	ENSMUSG00000045969	Ing1	1
8	ENSMUSG00000031508	Ankrd10	-1
8	ENSMUSG00000109810	Gm45592	1
8	ENSMUSG00000031509	1700016D06Rik	-1
8	ENSMUSG00000109986	4930465I24Rik	1
8	ENSMUSG00000109933	Gm7600	-1
8	ENSMUSG00000110177	Gm6524	-1
8	ENSMUSG00000093319	Gm27854	-1
8	ENSMUSG00000110313	Gm45420	-1
8	ENSMUSG00000031511	Arhgef7	1
8	ENSMUSG00000110394	Gm18991	1
8	ENSMUSG00000031512	Tex29	1
8	ENSMUSG00000109772	Gm39132	1
8	ENSMUSG00000110412	Gm33175	-1
8	ENSMUSG00000096014	Sox1	1
8	ENSMUSG00000109921	Gm33326	-1
8	ENSMUSG00000109582	4933439N14Rik	1
8	ENSMUSG00000010435	Spaca7	1
8	ENSMUSG00000000759	Tubgcp3	-1
8	ENSMUSG00000054910	4931415C17Rik	1
8	ENSMUSG00000031441	Atp11a	1
8	ENSMUSG00000084780	Gm15350	-1
8	ENSMUSG00000031442	Mcf2l	1
8	ENSMUSG00000079146	Gm15353	-1
8	ENSMUSG00000086770	Gm15351	-1
8	ENSMUSG00000082682	Gm15349	-1
8	ENSMUSG00000031443	F7	1
8	ENSMUSG00000031444	F10	1
8	ENSMUSG00000031445	Proz	1
8	ENSMUSG00000091443	Gm17023	1
8	ENSMUSG00000038542	Pcid2	-1
8	ENSMUSG00000031446	Cul4a	1
8	ENSMUSG00000031447	Lamp1	1
8	ENSMUSG00000038515	Grtp1	-1
8	ENSMUSG00000099338	2810030D12Rik	1
8	ENSMUSG00000031448	Adprhl1	-1
8	ENSMUSG00000038506	Dcun1d2	-1
8	ENSMUSG00000107531	E330037G11Rik	-1
8	ENSMUSG00000107742	9530085L11Rik	-1
8	ENSMUSG00000038497	Tmco3	1
8	ENSMUSG00000038482	Tfdp1	1
8	ENSMUSG00000031449	Atp4b	-1
8	ENSMUSG00000031450	Grk1	1
8	ENSMUSG00000038457	Tmem255b	1
8	ENSMUSG00000031451	Gas6	-1
8	ENSMUSG00000110278	Gm5608	-1
8	ENSMUSG00000031452	1700029H14Rik	-1
8	ENSMUSG00000031453	Rasa3	-1
8	ENSMUSG00000090336	4932443I19Rik	1
8	ENSMUSG00000109617	Gm7669	-1
8	ENSMUSG00000038416	Cdc16	1
8	ENSMUSG00000038398	Upf3a	1
8	ENSMUSG00000057116	AF366264	-1
8	ENSMUSG00000047710	Champ1	1
8	ENSMUSG00000065817	Gm24698	1
8	ENSMUSG00000031458	Coprs	-1
8	ENSMUSG00000068631	Gm7676	1
8	ENSMUSG00000038365	Fbxo25	1
8	ENSMUSG00000050052	Tdrp	-1
8	ENSMUSG00000110058	Gm5907	1
8	ENSMUSG00000051978	Erich1	-1
8	ENSMUSG00000109982	Gm45520	-1
8	ENSMUSG00000074461	Gm10699	1
8	ENSMUSG00000047495	Dlgap2	1
8	ENSMUSG00000085371	Gm3160	1
8	ENSMUSG00000084945	C030037F17Rik	-1
8	ENSMUSG00000026317	Cln8	1
8	ENSMUSG00000071176	Arhgef10	1
8	ENSMUSG00000055675	Kbtbd11	1
8	ENSMUSG00000102615	Gm37844	-1
8	ENSMUSG00000031461	Myom2	1
8	ENSMUSG00000083000	Gm15678	-1
8	ENSMUSG00000110286	Gm7706	1
8	ENSMUSG00000109839	Gm45677	1
8	ENSMUSG00000109757	Gm7128	1
8	ENSMUSG00000060924	Csmd1	-1
8	ENSMUSG00000085150	Gm16346	1
8	ENSMUSG00000087363	Gm16347	1
8	ENSMUSG00000109625	3110080E11Rik	-1
8	ENSMUSG00000039842	Mcph1	1
8	ENSMUSG00000087300	Gm16725	-1
8	ENSMUSG00000090334	Gm17149	-1
8	ENSMUSG00000031465	Angpt2	-1
8	ENSMUSG00000031467	Agpat5	1
8	ENSMUSG00000109784	Gm45493	1
8	ENSMUSG00000110530	Gm35934	-1
8	ENSMUSG00000110651	Gm45770	-1
8	ENSMUSG00000039814	Xkr5	-1
8	ENSMUSG00000088420	Gm22551	1
8	ENSMUSG00000080726	Gm15366	-1
8	ENSMUSG00000052554	Defb34	1
8	ENSMUSG00000059463	Spag11b	1
8	ENSMUSG00000079842	Spag11a	1
8	ENSMUSG00000110542	Gm39139	-1
8	ENSMUSG00000050756	Defb6	1
8	ENSMUSG00000039785	Defb5	1
8	ENSMUSG00000039775	Defb3	1
8	ENSMUSG00000031471	Defb8	-1
8	ENSMUSG00000080894	Defa-ps15	-1
8	ENSMUSG00000081094	Rpl19-ps11	1
8	ENSMUSG00000037790	Defb7	1
8	ENSMUSG00000082650	Gm15358	-1
8	ENSMUSG00000083218	Gm16425	1
8	ENSMUSG00000110463	Gm35998	-1
8	ENSMUSG00000087153	Gm6483	1
8	ENSMUSG00000110531	Gm7760	-1
8	ENSMUSG00000110669	Gm10060	1
8	ENSMUSG00000097230	Gm26853	1
8	ENSMUSG00000110460	Gm20786	-1
8	ENSMUSG00000110649	Gm40466	1
8	ENSMUSG00000110458	Gm21769	1
8	ENSMUSG00000096401	Gm21811	1
8	ENSMUSG00000071796	6820431F20Rik	-1
8	ENSMUSG00000097263	Gm26804	1
8	ENSMUSG00000071793	2610005L07Rik	-1
8	ENSMUSG00000095766	Gm21182	-1
8	ENSMUSG00000095403	Gm21092	1
8	ENSMUSG00000110574	Gm21112	-1
8	ENSMUSG00000096890	Gm20797	-1
8	ENSMUSG00000094534	Gm20945	-1
8	ENSMUSG00000093800	Gm20796	-1
8	ENSMUSG00000082976	Gm15056	-1
8	ENSMUSG00000071165	Gm6040	-1
8	ENSMUSG00000079120	AY761185	-1
8	ENSMUSG00000087663	Defa-ps3	1
8	ENSMUSG00000085898	Gm6689	1
8	ENSMUSG00000094516	Gm24568	-1
8	ENSMUSG00000085173	Gm2869	1
8	ENSMUSG00000074444	Defa30	1
8	ENSMUSG00000074443	Defa22	1
8	ENSMUSG00000074437	Defa29	-1
8	ENSMUSG00000084377	Gm15302	1
8	ENSMUSG00000081321	Gm15304	1
8	ENSMUSG00000084041	Gm15312	1
8	ENSMUSG00000082323	Gm15314	1
8	ENSMUSG00000060070	Defa26	1
8	ENSMUSG00000058618	AY761184	-1
8	ENSMUSG00000095507	Gm22447	-1
8	ENSMUSG00000081668	Gm7869	1
8	ENSMUSG00000064213	Defa24	1
8	ENSMUSG00000044748	Defb1	1
8	ENSMUSG00000006570	Defb2	1
8	ENSMUSG00000047390	Defb9	-1
8	ENSMUSG00000045337	Defb11	-1
8	ENSMUSG00000058052	Defb35	1
8	ENSMUSG00000044222	Defb13	1
8	ENSMUSG00000079112	Fam90a1a	1
8	ENSMUSG00000006567	Atp7b	-1
8	ENSMUSG00000063362	Alg11	1
8	ENSMUSG00000037738	Nek5	-1
8	ENSMUSG00000031478	Nek3	-1
8	ENSMUSG00000037725	Ckap2	-1
8	ENSMUSG00000031479	Vps36	1
8	ENSMUSG00000031480	Thsd1	1
8	ENSMUSG00000090007	Rpl30-ps2	-1
8	ENSMUSG00000031481	Tpte	1
8	ENSMUSG00000031482	Slc25a15	-1
8	ENSMUSG00000099825	1810012K16Rik	1
8	ENSMUSG00000110193	Gm45452	-1
8	ENSMUSG00000109938	Gm6009	1
8	ENSMUSG00000110129	Gm45453	1
8	ENSMUSG00000031533	Mrps31	1
8	ENSMUSG00000031534	Smim19	-1
8	ENSMUSG00000037656	Slc20a2	1
8	ENSMUSG00000097042	Gm17491	1
8	ENSMUSG00000008892	Vdac3	-1
8	ENSMUSG00000031535	Dkk4	1
8	ENSMUSG00000031536	Polb	-1
8	ENSMUSG00000097839	Gm26909	1
8	ENSMUSG00000031537	Ikbkb	-1
8	ENSMUSG00000031538	Plat	1
8	ENSMUSG00000031539	Ap3m2	-1
8	ENSMUSG00000054822	1700041G16Rik	1
8	ENSMUSG00000031540	Kat6a	1
8	ENSMUSG00000109652	Gm45555	1
8	ENSMUSG00000109793	Gm10043	-1
8	ENSMUSG00000031543	Ank1	1
8	ENSMUSG00000083285	Gm15815	1
8	ENSMUSG00000086741	Gm15816	-1
8	ENSMUSG00000063672	Nkx6-3	1
8	ENSMUSG00000031545	Gpat4	-1
8	ENSMUSG00000103925	B230112G18Rik	1
8	ENSMUSG00000031546	Gins4	-1
8	ENSMUSG00000015341	Golga7	-1
8	ENSMUSG00000110256	Gm45412	1
8	ENSMUSG00000031548	Sfrp1	1
8	ENSMUSG00000037492	Zmat4	1
8	ENSMUSG00000109413	Gm45165	1
8	ENSMUSG00000109158	Gm45166	-1
8	ENSMUSG00000053979	A730045E13Rik	1
8	ENSMUSG00000109419	Gm45163	1
8	ENSMUSG00000109299	Gm45164	-1
8	ENSMUSG00000109141	Gm30692	1
8	ENSMUSG00000097654	Gm26714	1
8	ENSMUSG00000108820	Gm44620	1
8	ENSMUSG00000109237	9130214F15Rik	1
8	ENSMUSG00000031549	Ido2	-1
8	ENSMUSG00000031551	Ido1	-1
8	ENSMUSG00000031552	Adam18	-1
8	ENSMUSG00000031553	Adam3	-1
8	ENSMUSG00000089302	Gm26208	1
8	ENSMUSG00000110225	Gm45528	1
8	ENSMUSG00000031554	Adam5	-1
8	ENSMUSG00000037437	Adam32	-1
8	ENSMUSG00000031555	Adam9	-1
8	ENSMUSG00000031556	Tm2d2	1
8	ENSMUSG00000037406	Htra4	-1
8	ENSMUSG00000086289	Gm16933	1
8	ENSMUSG00000031557	Plekha2	-1
8	ENSMUSG00000110148	5830408C22Rik	1
8	ENSMUSG00000109684	Gm45745	-1
8	ENSMUSG00000065954	Tacc1	-1
8	ENSMUSG00000110140	5430421F17Rik	-1
8	ENSMUSG00000110172	Gm39147	1
8	ENSMUSG00000110110	Gm30978	-1
8	ENSMUSG00000110017	Gm45237	1
8	ENSMUSG00000110399	Gm45238	-1
8	ENSMUSG00000074412	Gm10689	1
8	ENSMUSG00000110063	Gm31045	-1
8	ENSMUSG00000031565	Fgfr1	1
8	ENSMUSG00000086134	Gm16159	-1
8	ENSMUSG00000037363	Letm2	-1
8	ENSMUSG00000110038	Gm45570	-1
8	ENSMUSG00000043794	D830025C05Rik	1
8	ENSMUSG00000054823	Nsd3	1
8	ENSMUSG00000088037	Gm24992	1
8	ENSMUSG00000088176	Gm23094	1
8	ENSMUSG00000110088	Gm45343	1
8	ENSMUSG00000109679	Gm45342	1
8	ENSMUSG00000031570	Plpp5	1
8	ENSMUSG00000061313	Ddhd2	-1
8	ENSMUSG00000110127	6430710M23Rik	-1
8	ENSMUSG00000091514	Gm17484	1
8	ENSMUSG00000037316	Bag4	-1
8	ENSMUSG00000037296	Lsm1	1
8	ENSMUSG00000031574	Star	1
8	ENSMUSG00000031575	Ash2l	-1
8	ENSMUSG00000031576	Kcnu1	1
8	ENSMUSG00000037260	Hgsnat	-1
8	ENSMUSG00000037251	Pomk	-1
8	ENSMUSG00000015994	Fnta	-1
8	ENSMUSG00000037234	Hook3	-1
8	ENSMUSG00000110183	Gm45411	1
8	ENSMUSG00000109640	Gm45413	-1
8	ENSMUSG00000085437	1700047A11Rik	1
8	ENSMUSG00000013878	Rnf170	1
8	ENSMUSG00000110120	Gm45251	-1
8	ENSMUSG00000110317	Gm45250	-1
8	ENSMUSG00000037214	Thap1	1
8	ENSMUSG00000110075	Gm45305	1
8	ENSMUSG00000110417	Gm31727	1
8	ENSMUSG00000110229	Gm31784	-1
8	ENSMUSG00000109961	Gm31983	-1
8	ENSMUSG00000110222	Gm39149	-1
8	ENSMUSG00000110351	Gm32050	-1
8	ENSMUSG00000110338	Gm45584	1
8	ENSMUSG00000109689	Gm45646	-1
8	ENSMUSG00000100335	2310008N11Rik	-1
8	ENSMUSG00000110345	Gm45572	1
8	ENSMUSG00000085795	Zfp703	1
8	ENSMUSG00000109603	Gm32389	1
8	ENSMUSG00000110081	Gm19164	-1
8	ENSMUSG00000031483	Erlin2	1
8	ENSMUSG00000091154	Proscos	-1
8	ENSMUSG00000031486	Adgra2	1
8	ENSMUSG00000031487	Brf2	-1
8	ENSMUSG00000031488	Rab11fip1	-1
8	ENSMUSG00000097262	4933416M07Rik	1
8	ENSMUSG00000109589	Gm45267	1
8	ENSMUSG00000109719	Gm45266	-1
8	ENSMUSG00000039720	Got1l1	-1
8	ENSMUSG00000031489	Adrb3	-1
8	ENSMUSG00000109674	Gm45470	1
8	ENSMUSG00000031490	Eif4ebp1	1
8	ENSMUSG00000109953	5430430B14Rik	1
8	ENSMUSG00000110154	Gm9731	1
8	ENSMUSG00000071138	Tex24	1
8	ENSMUSG00000031492	Chrnb3	1
8	ENSMUSG00000031491	Chrna6	-1
8	ENSMUSG00000065367	Gm24410	-1
8	ENSMUSG00000110333	Gm45861	1
8	ENSMUSG00000074404	Gm1698	1
8	ENSMUSG00000104743	Gm44493	1
8	ENSMUSG00000064882	Gm24202	-1
8	ENSMUSG00000110343	Gm45751	-1
8	ENSMUSG00000110372	Gm8096	-1
8	ENSMUSG00000098056	Gm8100	1
8	ENSMUSG00000110322	Gm8110	1
8	ENSMUSG00000109794	Gm45571	-1
8	ENSMUSG00000097776	Gm26795	1
8	ENSMUSG00000063626	Unc5d	-1
8	ENSMUSG00000109874	Gm9911	-1
8	ENSMUSG00000110263	Gm45652	-1
8	ENSMUSG00000109648	Svet1	-1
8	ENSMUSG00000110331	Nudc-ps1	-1
8	ENSMUSG00000109597	Gm45492	-1
8	ENSMUSG00000109586	Gm6853	-1
8	ENSMUSG00000097044	4933433F19Rik	1
8	ENSMUSG00000109614	Gm45252	1
8	ENSMUSG00000039661	Dusp26	1
8	ENSMUSG00000039328	Rnf122	1
8	ENSMUSG00000088252	Snord13	-1
8	ENSMUSG00000031577	Tti2	1
8	ENSMUSG00000031578	Mak16	-1
8	ENSMUSG00000046152	Fut10	1
8	ENSMUSG00000083588	Gm8051	-1
8	ENSMUSG00000110133	Gm8168	-1
8	ENSMUSG00000109915	7420700N18Rik	1
8	ENSMUSG00000109705	Gm19096	-1
8	ENSMUSG00000110329	Gm45304	-1
8	ENSMUSG00000093862	Gm5117	-1
8	ENSMUSG00000062991	Nrg1	-1
8	ENSMUSG00000097928	Gm26578	1
8	ENSMUSG00000089370	Gm22140	1
8	ENSMUSG00000083557	Gm6877	-1
8	ENSMUSG00000031583	Wrn	-1
8	ENSMUSG00000049184	Purg	1
8	ENSMUSG00000048544	5930422O12Rik	1
8	ENSMUSG00000109750	Hmgb1-rs17	1
8	ENSMUSG00000009628	Tex15	1
8	ENSMUSG00000009630	Ppp2cb	1
8	ENSMUSG00000052906	Ubxn8	-1
8	ENSMUSG00000031584	Gsr	1
8	ENSMUSG00000088856	Gm24727	1
8	ENSMUSG00000049476	1700104B16Rik	-1
8	ENSMUSG00000031585	Gtf2e2	1
8	ENSMUSG00000031586	Rbpms	-1
8	ENSMUSG00000097442	Gm26632	1
8	ENSMUSG00000098166	Gm26978	-1
8	ENSMUSG00000110614	Gm45817	-1
8	ENSMUSG00000110663	Gm39157	1
8	ENSMUSG00000054618	Gm9951	1
8	ENSMUSG00000031516	Dctn6	-1
8	ENSMUSG00000097257	Gm26768	1
8	ENSMUSG00000063412	Gm10131	-1
8	ENSMUSG00000071113	Mboat4	1
8	ENSMUSG00000109869	Gm39158	-1
8	ENSMUSG00000031513	Leprotl1	-1
8	ENSMUSG00000110247	Gm45269	1
8	ENSMUSG00000031532	Saraf	1
8	ENSMUSG00000100605	Gm29243	1
8	ENSMUSG00000080434	Gm23177	-1
8	ENSMUSG00000095202	Gm6100	-1
8	ENSMUSG00000098046	Gm8254	-1
8	ENSMUSG00000056797	Gm4889	1
8	ENSMUSG00000110178	Gm33831	-1
8	ENSMUSG00000109580	Gm8268	1
8	ENSMUSG00000109819	B930018H19Rik	-1
8	ENSMUSG00000031530	Dusp4	1
8	ENSMUSG00000031529	Tnks	-1
8	ENSMUSG00000054247	Gm9939	1
8	ENSMUSG00000110361	Gm8291	-1
8	ENSMUSG00000110130	Gm34419	1
8	ENSMUSG00000097106	Rpl31-ps23	-1
8	ENSMUSG00000109678	Gm45626	-1
8	ENSMUSG00000109607	Gm34533	1
8	ENSMUSG00000046794	Ppp1r3b	1
8	ENSMUSG00000031527	Eri1	-1
8	ENSMUSG00000097357	Gm16793	-1
8	ENSMUSG00000070056	Mfhas1	1
8	ENSMUSG00000109714	Gm35021	1
8	ENSMUSG00000109372	Gm19410	1
8	ENSMUSG00000055976	Cldn23	-1
8	ENSMUSG00000109761	5430403N17Rik	-1
8	ENSMUSG00000098181	Rps12-ps24	1
8	ENSMUSG00000050271	Prag1	1
8	ENSMUSG00000109704	Gm38414	1
8	ENSMUSG00000039633	Lonrf1	-1
8	ENSMUSG00000098154	Gm5787	-1
8	ENSMUSG00000039620	6430573F11Rik	1
8	ENSMUSG00000031523	Dlc1	-1
8	ENSMUSG00000074384	AI429214	1
8	ENSMUSG00000109668	Gm8342	1
8	ENSMUSG00000109932	Gm7319	1
8	ENSMUSG00000109646	Gm45523	-1
8	ENSMUSG00000109795	Gm45522	1
8	ENSMUSG00000110415	Gm6203	-1
8	ENSMUSG00000109820	Gm45654	-1
8	ENSMUSG00000039539	Sgcz	-1
8	ENSMUSG00000081316	Gm16205	-1
8	ENSMUSG00000081517	Gm16204	1
8	ENSMUSG00000039530	Tusc3	1
8	ENSMUSG00000110153	Gm17766	1
8	ENSMUSG00000109601	Zfp148-ps1	1
8	ENSMUSG00000109827	Gm6213	1
8	ENSMUSG00000110118	Gm5609	1
8	ENSMUSG00000025044	Msr1	-1
8	ENSMUSG00000109789	Gm2033	-1
8	ENSMUSG00000109815	Gm7082	1
8	ENSMUSG00000031603	Fgf20	-1
8	ENSMUSG00000039478	Micu3	1
8	ENSMUSG00000098431	Mir7666	-1
8	ENSMUSG00000039470	Zdhhc2	1
8	ENSMUSG00000031601	Cnot7	-1
8	ENSMUSG00000031600	Vps37a	1
8	ENSMUSG00000039431	Mtmr7	-1
8	ENSMUSG00000109658	Gm45660	-1
8	ENSMUSG00000110315	Gm8423	-1
8	ENSMUSG00000110370	Gm5749	-1
8	ENSMUSG00000110032	Gm8436	-1
8	ENSMUSG00000098050	Gm5345	-1
8	ENSMUSG00000097474	Gm26584	-1
8	ENSMUSG00000031596	Slc7a2	1
8	ENSMUSG00000031595	Pdgfrl	1
8	ENSMUSG00000045636	Mtus1	-1
8	ENSMUSG00000084960	B430010I23Rik	1
8	ENSMUSG00000085672	Gm16193	1
8	ENSMUSG00000031594	Fgl1	-1
8	ENSMUSG00000085445	Gm16348	1
8	ENSMUSG00000031592	Pcm1	1
8	ENSMUSG00000031591	Asah1	-1
8	ENSMUSG00000031590	Frg1	-1
8	ENSMUSG00000098149	Gapdh-ps14	-1
8	ENSMUSG00000094568	Smarce1-ps1	-1
8	ENSMUSG00000102046	2810404M03Rik	1
8	ENSMUSG00000095057	Zfp353-ps	-1
8	ENSMUSG00000053038	Gm6180	1
8	ENSMUSG00000109627	Gm45590	1
8	ENSMUSG00000031651	Triml1	-1
8	ENSMUSG00000109991	Gm6284	1
8	ENSMUSG00000091490	Triml2	1
8	ENSMUSG00000109974	Gm2221	1
8	ENSMUSG00000051176	Zfp42	-1
8	ENSMUSG00000063900	Adam26b	-1
8	ENSMUSG00000079058	Adam34	-1
8	ENSMUSG00000109723	Gm5347	-1
8	ENSMUSG00000110168	Gm45488	1
8	ENSMUSG00000110224	Gm6011	-1
8	ENSMUSG00000110036	Gm6303	-1
8	ENSMUSG00000110347	Gm45657	-1
8	ENSMUSG00000109826	Gm45658	1
8	ENSMUSG00000109993	Gm45659	-1
8	ENSMUSG00000102378	Gm37972	-1
8	ENSMUSG00000110409	Gm9908	-1
8	ENSMUSG00000070047	Fat1	1
8	ENSMUSG00000097491	Gm2366	-1
8	ENSMUSG00000066158	AY512931	-1
8	ENSMUSG00000054764	Mtnr1a	1
8	ENSMUSG00000110260	Gm30504	1
8	ENSMUSG00000110231	Gm6329	-1
8	ENSMUSG00000031645	F11	-1
8	ENSMUSG00000109764	Klkb1	-1
8	ENSMUSG00000079057	Cyp4v3	-1
8	ENSMUSG00000070044	Fam149a	-1
8	ENSMUSG00000031639	Tlr3	-1
8	ENSMUSG00000109785	Gm45542	1
8	ENSMUSG00000031626	Sorbs2	1
8	ENSMUSG00000084954	Gm16351	-1
8	ENSMUSG00000085440	Sorbs2os	-1
8	ENSMUSG00000110411	Gm45457	1
8	ENSMUSG00000080378	Gm25309	-1
8	ENSMUSG00000031636	Pdlim3	1
8	ENSMUSG00000110071	Gm45512	1
8	ENSMUSG00000071104	Ccdc110	1
8	ENSMUSG00000071103	1700029J07Rik	-1
8	ENSMUSG00000031634	Ufsp2	1
8	ENSMUSG00000050914	Ankrd37	-1
8	ENSMUSG00000031637	Lrp2bp	1
8	ENSMUSG00000038291	Snx25	-1
8	ENSMUSG00000088629	Gm23030	1
8	ENSMUSG00000031631	Cfap97	1
8	ENSMUSG00000086279	Gm15634	1
8	ENSMUSG00000109902	Gm45693	1
8	ENSMUSG00000031633	Slc25a4	-1
8	ENSMUSG00000074978	Actg-ps1	1
8	ENSMUSG00000071102	Gm10313	-1
8	ENSMUSG00000109692	Gm8575	1
8	ENSMUSG00000047171	Helt	-1
8	ENSMUSG00000110035	Gm30931	1
8	ENSMUSG00000109612	Gm45253	-1
8	ENSMUSG00000018796	Acsl1	1
8	ENSMUSG00000109807	Gm45244	-1
8	ENSMUSG00000031629	Cenpu	1
8	ENSMUSG00000038225	Primpol	-1
8	ENSMUSG00000110270	Gm45607	1
8	ENSMUSG00000031628	Casp3	1
8	ENSMUSG00000097534	Gm16675	-1
8	ENSMUSG00000031627	Irf2	1
8	ENSMUSG00000038173	Enpp6	1
8	ENSMUSG00000109888	Gm45600	-1
8	ENSMUSG00000110264	E330018M18Rik	1
8	ENSMUSG00000038143	Stox2	-1
8	ENSMUSG00000109606	Gm45537	-1
8	ENSMUSG00000092710	Gm22857	1
8	ENSMUSG00000038102	Trappc11	-1
8	ENSMUSG00000031568	Rwdd4a	1
8	ENSMUSG00000110363	Gm45576	1
8	ENSMUSG00000098402	Gm27409	1
8	ENSMUSG00000062458	Gm8623	-1
8	ENSMUSG00000063049	Ing2	-1
8	ENSMUSG00000074357	AA386476	1
8	ENSMUSG00000038069	Cdkn2aip	-1
8	ENSMUSG00000097706	E030037K01Rik	1
8	ENSMUSG00000064508	n-R5s96	1
8	ENSMUSG00000110665	Gm31786	-1
8	ENSMUSG00000110604	Gm45824	-1
8	ENSMUSG00000110539	Gm45864	1
8	ENSMUSG00000110464	1700061N14Rik	-1
8	ENSMUSG00000031563	Wwc2	-1
8	ENSMUSG00000038064	Cldn22	1
8	ENSMUSG00000064519	n-R5s97	1
8	ENSMUSG00000110624	Gm32052	-1
8	ENSMUSG00000110544	Gm2607	-1
8	ENSMUSG00000031562	Dctd	1
8	ENSMUSG00000031561	Tenm3	-1
8	ENSMUSG00000110480	Gm32842	-1
8	ENSMUSG00000110509	Gm45772	-1
8	ENSMUSG00000100706	Gm19744	1
8	ENSMUSG00000031559	4930555F03Rik	1
8	ENSMUSG00000110137	Gm45577	-1
8	ENSMUSG00000110564	Gm45697	-1
8	ENSMUSG00000109907	Gm45321	1
8	ENSMUSG00000110147	Gm45324	1
8	ENSMUSG00000109838	Gm45341	-1
8	ENSMUSG00000110246	C130073E24Rik	-1
8	ENSMUSG00000109840	Gm45386	1
8	ENSMUSG00000110085	Gm17911	1
8	ENSMUSG00000109897	Gm6458	1
8	ENSMUSG00000110163	Gm45389	-1
8	ENSMUSG00000052825	Gm9892	-1
8	ENSMUSG00000098231	Gm6463	-1
8	ENSMUSG00000064682	Gm25813	-1
8	ENSMUSG00000110013	1190028D05Rik	1
8	ENSMUSG00000110362	Gm45554	1
8	ENSMUSG00000031521	Aga	1
